# Protein abundances computed from file '/tmp/knime_labelfree_MSGFp30355/fs-Conse_0-134-30361/000/000/ConsensusMapNormalizer_0/20190103_A1_0.consensusXML'
# Parameters (relevant only): top=0, average=sum
# Files/samples associated with abundance values below: 1: 'UNKNOWN', 2: 'UNKNOWN', 3: 'UNKNOWN', 4: 'UNKNOWN', 5: 'UNKNOWN', 6: 'UNKNOWN', 7: 'UNKNOWN', 8: 'UNKNOWN', 9: 'UNKNOWN', 10: 'UNKNOWN'
"protein"	"n_proteins"	"protein_score"	"n_peptides"	"abundance_1"	"abundance_2"	"abundance_3"	"abundance_4"	"abundance_5"	"abundance_6"	"abundance_7"	"abundance_8"	"abundance_9"	"abundance_10"
"slr0971"	1	0	2	20209810	30273200	21996550	17138600	25789200	26986780	17540720	9032360	10935700	13275490
"slr0974"	1	0	4	407331392	388174768	421200940	440529700	413090812	470150340	483466120	256721700	343612700	306341024
"slr0975"	1	0	1	35867100	64157700	15910500	15461000	13711100	23531600	7488410	44969800	40924200	25017600
"slr0981"	1	0	3	16475620	22220610	17462620	21484840	35611480	18477610	13860946	20445230	33543460	21427770
"slr0982"	1	0	1	2662620	17460500	1630640	27759800	959067	410113	3500540	38933700	1695740	1228230
"slr0983"	1	0	1	28257400	9685650	22602600	22935500	15402300	16323200	13766600	14644100	17149000	9862060
"slr0984"	1	0	5	45378738	28694824	24320450	52711254	38568381	40162690	31582360	67096139	36331994	29077820
"slr0985"	1	0	4	77941290	104530900	96945050	72324300	62942950	62756100	74946707	59398600	84042670	97803643
"slr0989"	1	0	2	26748000	26462900	39321313	25249429	37976190	18191500	50809040	24545600	42940380	30357700
"slr0990"	1	0	4	57968530	74242800	56556987	69122700	63819330	63126380	49211250	28252267	56557980	52412500
"slr0993"	1	0	2	2507148.69921875	4934473.1015625	9625712.8984375	17101493	25805939	37003105	75175894	9723680	4285465.80078125	15125601
"slr0994"	1	0	1	5275370	10921700	4103430	4190330	3141360	3858860	6427060	19283300	18690200	5082510
"slr1020"	1	0	12	981125882	1373698208	1232938146	1345275830	1347385302	1605436622	1439106848	1258559373	1582079487	1719319433
"slr1022"	1	0	13	547011770	767526298	676734570	538283766	547578525	567551440	588770304	626349996	597512934	589873326
"slr1024"	1	0	4	47242570	42418340	74001970	47273810	68540210	48509669.8984375	31451744	32974958.3984375	37261970	56264967
"slr1028"	1	0	1	713175	72496.8984375	1388530	82656.703125	1638420	54753.8984375	1458130	1118180	3358930	1109200
"slr1030"	1	0	13	628437553.5	702334971	806582216	646234051.299805	728743954	865935902.799805	775683961.220215	708682454.800781	886604669	710337471
"slr1031"	1	0	6	168153340	149023020	181461360	267141916	148589920	197927540	171006050	276142680	219092580	259045880
"slr1032"	1	0	2	8992680	24480100	12401352	6905310	19402550	12965400	18675950	14755700	24573070	7583450
"slr1033"	1	0	1	6755870	13559700	22539000	6007950	7050020	4440010	14134400	6235280	11307200	9855990
"slr1034"	1	0	6	408313425.398438	446928535	573846400.300781	353572050	645050683	628192469	380881328	256078971	556577425	490165910
"slr1035"	1	0	2	17092297	16803940	24743110	21423410	23499400	21011980	22799220	23322870	64363500	31730970
"slr1041"	1	0	2	20727590	17478650	19013090	12486510	11597140	20860100	5819370	13216840	11490820	42115900
"slr1042"	1	0	3	233497840	271653462	330727300	259231644	149928934	289562140	305818066	413330850	305328698	279766850
"slr1043"	1	0	3	67261930	80145100	8572340	33360270	90316144	39761770	91669700	82790380	31106403	31249360
"slr1044"	1	0	9	204223195	153607454	148243389.896484	205616738.199219	185818930	173414200	153452218	180361927	106717056	124324465
"slr1048"	1	0	2	2685520	140922	118301	0	5147326.3984375	1255510	997207	99450.8984375	36123780.703125	0
"slr1051"	1	0	8	425791804	404560379	424188611	387130572	500107229	351404322	302444026	283017366	451579704	310672689
"slr1053"	1	0	1	876471	0	21113400	882220	537781	677359	12493600	37844300	1391630	2467220
"slr1055"	1	0	16	394918770	296270068	348203895	232497820	530071814	409482263	373770430	372889040	427665866	400912097
"slr1056"	1	0	1	24663900	4075180	8297980	24642200	10151300	10663000	5407930	7541130	12211500	6602680
"slr1063"	1	0	6	57359764	55301390	112764629	75074530	68557810	118730990	76059850	81439590	99528810	135261480
"slr1064"	1	0	4	34261340	39191490	50004840	50464600	70219260	50757000	84927390	21199540	53560250	32182560
"slr1065"	1	0	1	11743700	8682470	17419500	10263700	12821400	17596000	12220600	15715600	18331200	14755000
"slr1066"	1	0	7	113747354	120118070	149909340	149781600	283763070	202676070	152667770	174079596	142525386	164525227
"slr1067"	1	0	7	91391667	122382100	97337900	96087100	138494600	162930050	116003151	104297340	130257980	121778540
"slr1070"	1	0	1	12116400	15170600	18235700	17275100	20371300	20678900	17201900	29627900	11384500	30791400
"slr1071"	1	0	2	17256860	17300620	29731400	22939500	19613030	27163600	29991400	23001790	17070020	18035010
"slr1073"	1	0	4	49438890	25520090	47552760	50032410	37575230	44685980	36334740	54640460	37043060	99917470
"slr1076"	1	0	6	167890920	153210570	195255346	145106640	178998140	161081484	135289940	127885620	148054630	157199050
"slr1078"	1	0	1	0	0	0	5282940	1459270	979345	0	2276330	750180	1223860
"slr1081"	1	0	1	0	0	1330550	0	2389760	0	907783	0	2221740	402672
"slr1083"	1	0	1	2294020	1584540	1761860	8545150	522574	835728	1408560	1311730	516048	759743
"slr1084"	1	0	1	8760680	16468200	13931500	11881700	18626400	22183500	19088700	15153100	30546500	14577100
"slr1087"	1	0	3	10231731.5	10569800	12694300	9976866.30078125	15462100	36008600	8031500	16031160	12919170	15190730
"slr1090"	1	0	4	85878490	86732360	102520160	62528670	79586748	65286964	77259620	63356890	90111610	67155980
"slr1096"	1	0	6	305295188	228383760	202484936	354128000	262893924	255232758	516732218	346882040	410807534	358952874
"slr1097"	1	0	7	74992209	93791300	169271100	196697580	118056687	229429826	165556800	155084500	233908030	174181620
"slr1098"	1	0	8	204512260	193901612	179908187	232769362	135940800	186264634	198084098	195460260	217386973	236469580
"slr1100"	1	0	2	19028610	18190130	17894370	43959300	9912710	13053210	8910940	5774390	14611800	8076060
"slr1101"	1	0	2	54436120	135728500	64253110	75988260	109155957	123034120	200626768	84731400	153266872	107237490
"slr1102"	1	0	8	79459466.5	66109035.3007812	98488567	52762590	64216358	147575466	88182854.6015625	102099470	66058041	118273457
"slr1103"	1	0	12	335327326	297058844	395377060	345563780	395420670	390889236	328606264	271847290	370264460	567410830
"slr1104"	1	0	8	267373090	263849240	252906824	236787000	272004916	253800634	284248020	150424190	266589080	200820760
"slr1105"	1	0	7	284813754	249647946	281606130	270877990	426410400	366241800	351450810	314221308	379046000	333296240
"slr1106"	1	0	3	76413716	48738929	66319316	81011957	73167444	74661694	115532292	66380252	116920700	117138700
"slr1109"	1	0	3	39013000	67780890	49126800	50774130	52517400	37531950	25756090	46175360	61425000	52114690
"slr1110"	1	0	3	38598196	26305028	38492668	25007387	36474487.1992188	35600438	42894514	17482140	22355564.203125	30811600
"slr1116"	1	0	2	40793700	45023220	53013900	25628150	30824640	37249040	49528520	19751870	29188780	35803340
"slr1117"	1	0	1	0	0	0	1268540	5824770	1657630	2183160	1041760	3200100	4851420
"slr1118"	1	0	1	20756800	7993890	14267900	5172210	1854810	15614400	6482770	4544380	11016000	11838700
"slr1122"	1	0	1	2702290	2343710	345706	9607300	352358	5332970	8096570	59890100	9440720	105192000
"slr1123"	1	0	5	1148265668	989912608	1666278064	1153838622	1514783300	659760192	719078204	634916092	963913668	1600419784
"slr1124"	1	0	6	233414478	304287714	284596797	276259543	257071470	308345480	236176786	251917900	213250950	225140400
"slr1127"	1	0	3	74919130	91035140	36456510	44517370	61987190	68187300	63239850	54359790	65062910	54153090
"slr1128"	1	0	15	1253557046	1391875227.20312	1604108012	1608145253.10156	1027860174.80078	1151165884.89844	1055297885.19922	874817649	1152980642.04004	1099929463.10156
"slr1129"	1	0	12	417692646	531429452	666445842	563931720	405012660	789213102	567103736	572908110	459400290	665494462
"slr1133"	1	0	8	305410994	326651546	393048625	388368290	330878090	478427246	492436314	369030178	515696106	434333678
"slr1139"	1	0	5	349072070	267494470	346390482	318857280	329698482	343375326	823080886	216156694	257502186	399937570
"slr1140"	1	0	11	219056743	276376640	402861226	253753815	306664446	349168240	275776190	243921420	259757685	216909140
"slr1143"	1	0	6	40282500	66172150	66870132.0996094	63239300	86291948	87336180	66722090	53976907.296875	81964000	69925322.5
"slr1149"	1	0	1	1560580	3069340	14226400	2351500	0	1392710	1937900	2636110	8514610	16303100
"slr1150"	1	0	4	78496150	77471700	85337320	45791410	96235140	97783300	65661190	67915110	63449280	73603230
"slr1152"	1	0	1	5525650	15651800	572706	5587420	336349	433178	0	565901	0	0
"slr1159"	1	0	11	325682446	273799495.40332	347852576	283987409.699219	281321442	379970218	390567040	277874576	241692752	353675944
"slr1160"	1	0	5	797597590	775651380	1120251598	614563148	763788828	1102021764	1462803170	1880896354	656181086	1142789738
"slr1161"	1	0	6	425364354	452888359	392973106	339036288	343993390	307778240	236270033	257936584	286958832	318458627
"slr1164"	1	0	6	37808811	108614873.898438	111565554	30335758	94763030	100565897	143279500	94514740	79348050	86685810
"slr1165"	1	0	9	323408863.5	426439831	240502452.5	342115818	310735335	313109505	281606147	391427588	265075660	373683534
"slr1166"	1	0	3	85977850	137686754	113109470	81663410	99569700	139831154	111314496	106074580	80953740	101064390
"slr1167"	1	0	1	2589470	2371120	3791190	6845980	1654580	5274900	1787920	3940890	999330	1534710
"slr1169"	1	0	1	107130	290647	0	125268	44898.80078125	239855	343098	1206430	0	149338
"slr1171"	1	0	4	208635046	260961500	273363508	269343200	287448480	266112580	280391760	238337720	286080860	300465800
"slr1173"	1	0	7	265571696	171107078	204044164	187044539	203529220	177783390	171648430	212860960	281420690	168671340
"slr1174"	1	0	1	6108680	5355290	2933460	7567740	6852620	10946400	6857070	2621390	44231500	9517740
"slr1176"	1	0	16	1027020521.19922	1020108016.40234	1180933847	1157121367.5	1251381480	946587399.796875	891126772.800781	974639805.5	1310769538.79004	1156134557.09766
"slr1177"	1	0	4	277843408	450779248	346629408	337712402	266852930	395279708	327653518	246774072	299446012	128489056
"slr1178"	1	0	1	0	1606620	1199890	0	0	0	0	369721	1127000	0
"slr1179"	1	0	6	65790736	67362168	121012177	80545232	116587050	70023674	121795492	88354001	182632071	89537706
"slr1183"	1	0	1	45530	0	630488	0	335455	290230	825475	344925	0	19138.400390625
"slr1186"	1	0	1	18185700	17613400	15494400	13785400	21043100	29371400	19970700	26586400	17551900	27213600
"slr1187"	1	0	1	546086	0	384574	0	9529850	306197	514587	142353	3043630	0
"slr1188"	1	0	2	18660586	3454666	5900522	8237766.1015625	7052697	9766410	15429048	6009761	2689318	1592961
"slr1189"	1	0	2	6956770	39138240	9904915	39674380	5733720	34716840	25323780	24071720	24927500	15720660
"slr1192"	1	0	1	29096820	26590770	42122900	41731900	31790640	33348180	44665810	39243250	28315440	60611500
"slr1194"	1	0	3	76604834	109385160	97385950	110556800	119620620	106949700	108503810	87220750	98185300	112386280
"slr1195"	1	0	1	7900390	99553696	13831300	13418900	19721600	19638400	9360190	11046000	17598400	12793600
"slr1196"	1	0	5	63713970	75998420	68665250	71788980	75038880	63098110	72690030	62179630	79501510	43491980
"slr1198"	1	0	13	4095105938.10156	4057730375.10156	3273489659.19922	3766304051	4066853336	3846070355.5	3921789608.30078	3114006204	3353221668.89844	3370811618
"slr1200"	1	0	1	12209800	8168470	13639700	5254010	11632600	25136000	5077210	3074860	6816670	9902230
"slr1203"	1	0	3	315232650	26386736	51966654.1992188	856355738	26095520	6166070	22745350	64556249	69882502	93139770
"slr1204"	1	0	2	37583200	17463590	25227650	28691530	18261940	30761940	20357590	21576120	21632690	14204250
"slr1205"	1	0	2	145964300	120350300	175814896	178409130	112036100	125257200	221449400	192488340	239406600	175892796
"slr1206"	1	0	1	15820400	23937200	46811800	7242510	29512100	39560200	5043980	18212900	70285296	8338570
"slr1207"	1	0	5	28985880	21175250	25632295	27523109.3984375	24830718	30222520	66427580	21080020	41978960	33423320
"slr1208"	1	0	10	245170900	233954394	241346246	197454883	269218670	259997728	307333176.898438	225544950	251694272	175648164
"slr1209"	1	0	1	4141674	187979	380587	4238090	1020700	4817270	12803250	29909740	4037090	13101660
"slr1211"	1	0	3	107748893	84039007	67384340	110771366	88014220	5675210	61856200	19080950	44683930	31381210
"slr1216"	1	0	3	45144400	50433500	101676700	92061600	73277600	82027028	91618496	77364500	86676580	136378796
"slr1218"	1	0	3	76154260	40791261.3984375	37496534	33167256	38009610	39954980	26580820	32300520	21262950	43891380
"slr1219"	1	0	3	19898650	24019362	26564170	21045670	27510580	21792210	24621130	20727300	19466480	18544030
"slr1220"	1	0	7	347631192	278608100	428618154	283615720	367083924	368789060	281196334	313914396	226758520	256443350
