# Protein abundances computed from file '/media/storage/timothy/tmp/knime_labelfree_MSGFp27083/fs-Conse_0-134-27089/000/000/ConsensusMapNormalizer_0/20190125_FA_005_R1_0.consensusXML'
# Parameters (relevant only): top=0, average=sum
# Files/samples associated with abundance values below: 1: 'UNKNOWN', 2: 'UNKNOWN', 3: 'UNKNOWN', 4: 'UNKNOWN', 5: 'UNKNOWN', 6: 'UNKNOWN', 7: 'UNKNOWN', 8: 'UNKNOWN', 9: 'UNKNOWN', 10: 'UNKNOWN', 11: 'UNKNOWN', 12: 'UNKNOWN', 13: 'UNKNOWN', 14: 'UNKNOWN', 15: 'UNKNOWN', 16: 'UNKNOWN', 17: 'UNKNOWN', 18: 'UNKNOWN', 19: 'UNKNOWN', 20: 'UNKNOWN'
"protein"	"n_proteins"	"protein_score"	"n_peptides"	"abundance_1"	"abundance_2"	"abundance_3"	"abundance_4"	"abundance_5"	"abundance_6"	"abundance_7"	"abundance_8"	"abundance_9"	"abundance_10"	"abundance_11"	"abundance_12"	"abundance_13"	"abundance_14"	"abundance_15"	"abundance_16"	"abundance_17"	"abundance_18"	"abundance_19"	"abundance_20"
"tr|Q0K7H6|Q0K7H6_CUPNH"	1	0	5	280594992	229772000	411301992	144190810	140343570	283465900	337448800	101865776	0	94212734	0	70315900	149839008	53942300	163859200	90973696	212338104	0	24573900	129856760
"tr|Q0K7H9|Q0K7H9_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	21634600	0	0	0	0	0	0	0
"tr|Q0K7I0|Q0K7I0_CUPNH"	1	0	1	17634200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K7I3|Q0K7I3_CUPNH"	1	0	2	114792200	0	0	0	0	0	77017504	0	0	0	0	0	0	0	0	13003000	29546200	0	0	0
"tr|Q0K7I4|Q0K7I4_CUPNH"	1	0	2	0	0	0	0	0	0	0	0	3287830	0	0	0	0	31885300	0	0	0	0	0	0
"tr|Q0K7I7|Q0K7I7_CUPNH"	1	0	1	31675100	0	0	0	0	0	0	0	0	0	0	0	28718200	0	0	0	27078400	0	0	0
"tr|Q0K7I8|Q0K7I8_CUPNH"	1	0	3	0	0	0	0	0	0	14686000	0	11882000	158240000	0	0	304165800	0	160130000	566296600	403453784	123328000	71577600	0
"tr|Q0K7J0|Q0K7J0_CUPNH"	1	0	2	0	0	0	0	0	4020850	0	4761180	0	5175650	0	0	0	0	0	0	0	0	0	0
"tr|Q0K7J1|Q0K7J1_CUPNH"	1	0	2	0	0	153018000	0	0	0	27717700	0	0	51999200	0	0	0	19570200	0	0	46901600	82375400	183034000	0
"tr|Q0K7J6|Q0K7J6_CUPNH"	1	0	1	669492	0	0	0	3663310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K7J9|Q0K7J9_CUPNH"	1	0	2	0	0	0	0	0	0	80093696	0	0	0	44740700	0	0	0	0	0	0	0	0	0
"tr|Q0K7K1|Q0K7K1_CUPNH"	1	0	7	987556000	514116896	756462508	440823600	612306204	662759304	1033969886	315420264	1020220480	558181896	257457392	333462598	310201330	688423696	293483000	160728404	942494492	363500700	217017492	66559600
"tr|Q0K7K2|Q0K7K2_CUPNH"	1	0	2	445701008	203191504	71706896	65942400	385488000	215929192	292914296	207628500	775253692	401545696	347963392	257822992	558504096	327868192	439094000	325507208	447733600	242366000	375355808	272320100
"tr|Q0K7K3|Q0K7K3_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46230800	0	0	0	0	0
"tr|Q0K7K5|Q0K7K5_CUPNH"	1	0	3	0	0	0	59246998.6992188	0	0	0	0	12416600	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K7K6|Q0K7K6_CUPNH"	1	0	4	52628000	178585696	197675400	229017000	50147600	448700704	49281000	285016104	77098800	459788120	212746600	683752400	35735640	562328000	378194092	257637000	31688270	408507104	313928288	398706704
"tr|Q0K7K8|Q0K7K8_CUPNH"	1	0	23	1338208752	394737808	167917908	94057290	236278400	134537500	336264460	220790308	192302000	95467600	61454220	383683808	896417738	127091800	239657318	288391700	1381517429	222376608	136838200	72670496
"tr|Q0K7K9|Q0K7K9_CUPNH"	1	0	8	611095988	282630016	201346000	0	0	195331008	535012608	0	0	281777984	0	0	587823100	176594508	177814000	332572792	414736740	0	95304200	87106896
"tr|Q0K7L2|Q0K7L2_CUPNH"	1	0	1	0	46454300	37526800	0	0	0	18652500	0	27504600	0	0	0	0	0	21175400	0	0	0	0	0
"tr|Q0K7L3|Q0K7L3_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	9928170	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K7L5|Q0K7L5_CUPNH"	1	0	18	781616596	173099200	0	433306204	676137600	42205000	21916900	384380600	1050874600	317613200	225887600	346633396	682173404	338966504	267594996	916659200	1108032596	554869994	435445508	625831696
"tr|Q0K7L6|Q0K7L6_CUPNH"	1	0	1	0	34993300	42661600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45741400
"tr|Q0K7L7|Q0K7L7_CUPNH"	1	0	1	56391900	0	0	0	0	0	48002400	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K7L9|Q0K7L9_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32275200	0	0	0
"tr|Q0K7M1|Q0K7M1_CUPNH"	1	0	1	0	0	0	0	0	0	815577984	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K7M4|Q0K7M4_CUPNH"	1	0	15	156458320	205666200	0	683091404	246842696	340422992	176241904	180468000	770037512	733110514	214000108	446930218	312869196	541050708	483849904	400173492	339134600	483037438	230665408	283606000
"tr|Q0K7M5|Q0K7M5_CUPNH"	1	0	12	714532684	1204877976	950918950	602020292	694921392	774752444	743317500	546490200	697520592	737669496	760862224	517556802	710933468	705180280	812033012	462261026	562013000	825082020	711050958	642221638
"tr|Q0K7M6|Q0K7M6_CUPNH"	1	0	4	56353900	213361096	0	0	39191000	0	49016000	0	41548630	0	0	0	0	103284000	44149700	0	27537800	183548000	0	0
"tr|Q0K7M8|Q0K7M8_CUPNH"	1	0	5	171557300	0	0	0	0	0	116632000	0	0	0	0	39753400	0	0	40529300	0	67250896	0	0	26287900
"tr|Q0K7M9|Q0K7M9_CUPNH"	1	0	5	516418008	1151405000	1472108708	730041016	642561992	1268333016	758670608	513232644	460589592	858517008	875492192	379981500	318187404	847790112	614196304	391266200	309336900	703546308	1017864004	206039441
"tr|Q0K7N1|Q0K7N1_CUPNH"	1	0	5	237487404	181188604	147377600	119580400	98051900	159990000	482363208	95351200	49294800	111407404	193950500	99875804	431625196	96735200	204254100	230979800	374911504	141976100	76294500	124852500
"tr|Q0K7N3|Q0K7N3_CUPNH"	1	0	10	227190804	299685504	285556000	321847008	366283200	197279250	365431400	508936000	634200084	689395016	1298041024	1146929776	854204186	31712000	411847200	723948196	639098684	582446000	816564700	1929271404
"tr|Q0K7N4|Q0K7N4_CUPNH"	1	0	1	0	0	0	0	0	1095560	0	607601	1578740	0	0	1029580	0	1212990	1312240	0	0	540111	0	0
"tr|Q0K7N5|Q0K7N5_CUPNH"	1	0	3	0	0	0	0	0	37114600	29940800	0	0	0	26339700	0	35488600	0	27328400	0	56485800	0	0	0
"tr|Q0K7N6|Q0K7N6_CUPNH"	1	0	2	0	4461260	421059008	699811	0	6639690	44500800	12237150	0	152444893	8742980	7164040	0	3997860	4992600	0	0	4040690	4082640	4384620
"tr|Q0K7N8|Q0K7N8_CUPNH"	1	0	2	52776200	0	160371600	0	38997900	49496000	57128000	0	0	79745104	39812300	0	17076800	0	0	38997420	0	0	0	0
"tr|Q0K7N9|Q0K7N9_CUPNH"	1	0	1	99666000	89570704	80285296	102056000	84092800	61499200	51601000	0	60419000	0	46836000	50944000	32286600	0	0	60722900	0	0	0	0
"tr|Q0K7P0|Q0K7P0_CUPNH"	1	0	10	232257600	86060800	192245800	216584500	662543408	224830800	20810500	475161492	934874668	255074800	338057008	450172058	406317408	206613000	300536800	328017600	547803496	205486900	222780396	481122708
"tr|Q0K7P2|Q0K7P2_CUPNH"	1	0	3	0	0	0	0	7082250	0	0	0	10579800	0	0	6603400	0	19262130	0	29997900	0	0	0	0
"tr|Q0K7P3|Q0K7P3_CUPNH"	1	0	7	17579700	0	0	0	0	25627300	71980000	33220400	87568600	27042600	26418200	37544400	447540684	37697900	40192200	200412964	803646396	30004600	0	37279500
"tr|Q0K7P4|Q0K7P4_CUPNH"	1	0	7	0	0	0	0	0	0	0	64923500	46057600	0	0	0	32925100	0	0	49851100	64480000	0	0	66826900
"tr|Q0K7P5|Q0K7P5_CUPNH"	1	0	19	791110596	320640900	623485260	820805602	1011810072	1230118716	1575303992	1153708800	1673647608	1646560324	2148580116	2369855496	2946815396	2119807984	2173266004	3680480612	2226185984	2688448620	1572830712	3147225144
"tr|Q0K7P6|Q0K7P6_CUPNH"	1	0	5	31816180	0	0	0	112195000	147428000	57981000	0	108938000	0	0	0	25346600	0	123490200	73003200	39651800	65060000	93483300	0
"tr|Q0K7P8|Q0K7P8_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	70061104	0	0	0	0	0	0	0	0	0
"tr|Q0K7P9|Q0K7P9_CUPNH"	1	0	4	163297400	38492400	0	0	146624000	123447000	72035700	67829310	207774000	127989000	98824304	196838000	223220104	164616992	304602016	323863400	305510600	234788800	194263008	112247000
"tr|Q0K7Q0|Q0K7Q0_CUPNH"	1	0	5	41001600	4082130	0	0	10718100	5484870	201016104	12085790	10065000	197945502	8313570	6504670	244803192	8905930	155156580	109217200	219415296	107556750	153160000	7770020
"tr|Q0K7Q2|Q0K7Q2_CUPNH"	1	0	13	393033404	6985910	0	5950430	137045404	27304000	278562240	64264900	300214300	72303100	116615500	215821408	1620187316	153951092	107452400	390647414	1456423782	106361500	34814700	87348100
"tr|Q0K7Q3|Q0K7Q3_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2836660	0	0	0	0	0
"tr|Q0K7Q4|Q0K7Q4_CUPNH"	1	0	7	65273600	0	0	0	152517096	240352000	0	93921300	303949600	223402000	115143000	93367400	105988500	0	15324400	142805896	216008559	142153500	72834000	231187300
"tr|Q0K7Q5|Q0K7Q5_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7991890	0	0	0
"tr|Q0K7Q8|Q0K7Q8_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	76447600	0	0	0	0	10384600	0	0	0
"tr|Q0K7Q9|Q0K7Q9_CUPNH"	1	0	1	9763050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K7R0|Q0K7R0_CUPNH"	1	0	8	825909984	1094031700	995373514	443655150	254248612	1478908438	1649642098	368431100	1063474680	2178901658	1321050648	1312594218	782294008	1124653750	2849934248	1211205700	711165184	2161963406	1141112402	332184272
"tr|Q0K7R1|Q0K7R1_CUPNH"	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	47946100	0	0	0	14486600	48591400	0	0
"tr|Q0K7R5|Q0K7R5_CUPNH"	1	0	2	43685400	0	0	0	0	0	0	0	0	0	0	0	12107500	0	0	0	11643400	0	0	0
"tr|Q0K7R7|Q0K7R7_CUPNH"	1	0	4	372405200	151917296	111976500	93023700	118954600	107367100	188642492	90487900	90486704	90292300	110518500	90307400	419695800	121280796	122497800	84125504	381632900	103352800	102483604	79997100
"tr|Q0K7R8|Q0K7R8_CUPNH"	1	0	11	1641973360	3636828832	4522366364	2361042116	2052644484	1589898084	2529498928	4559190796	1906325624	5088869376	3064926412	2575042380	2187231448	4596773688	2495739808	2388564624	2418640524	4059699376	5580444360	3730816680
"tr|Q0K7R9|Q0K7R9_CUPNH"	1	0	2	0	0	1958040	0	0	35416200	0	29269400	0	0	0	0	43735000	0	0	2518130	0	0	0	11095700
"tr|Q0K7S0|Q0K7S0_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	631142	0
"tr|Q0K7S2|Q0K7S2_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	11622600	0	0	0	0	0	0	0	0
"tr|Q0K7S3|Q0K7S3_CUPNH"	1	0	1	0	0	0	0	0	120135000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K7S7|Q0K7S7_CUPNH"	1	0	1	35812000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38560400	0	0	0
"tr|Q0K7T0|Q0K7T0_CUPNH"	1	0	1	79243600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14204700
"tr|Q0K7T1|Q0K7T1_CUPNH"	1	0	4	185623600	0	0	0	76202304	255165682	112327400	127640000	38393900	0	108702000	179646000	115282800	0	111306000	279010008	153385300	0	73682496	121789000
"tr|Q0K7T2|Q0K7T2_CUPNH"	1	0	1	0	0	0	0	0	0	0	2575160	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K7T3|Q0K7T3_CUPNH"	1	0	2	94521800	69225104	49540700	0	0	0	30408800	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K7T4|Q0K7T4_CUPNH"	1	0	5	392834408	0	29531300	21076400	39169700	0	26749300	0	243984200	3208070	0	0	82565600	18282500	0	0	38575300	0	0	230224200
"tr|Q0K7T5|Q0K7T5_CUPNH"	1	0	5	0	0	0	0	9838880	0	0	0	8987710	0	0	0	39183000	0	0	0	153903200	0	0	0
"tr|Q0K7T6|Q0K7T6_CUPNH"	1	0	1	0	0	0	0	0	0	92431000	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K7T7|Q0K7T7_CUPNH"	1	0	3	31351400	0	68352704	0	58940300	0	19122400	103501000	17130300	57485000	48185400	109838000	33205400	22111600	105689300	46023900	15863800	336030000	0	0
"tr|Q0K7U0|Q0K7U0_CUPNH"	1	0	10	633274016	455150148	361263092	240948508	261459220	708884842	1235607412	93673600	239122250	936456558	991481000	313364908	737894735	925340084	357909992	960889608	800381338	96979100	241459792	185504400
"tr|Q0K7U4|Q0K7U4_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	1943430	0	354307	0	0	0	0	0	0	0	0	1503300
"tr|Q0K7U5|Q0K7U5_CUPNH"	1	0	5	0	347617000	239912000	181688400	422392000	160620000	194888200	156842000	457167000	179855500	340809888	280287800	0	338024992	213770000	368892992	4562170	425048000	159904000	394226992
"tr|Q0K7U6|Q0K7U6_CUPNH"	1	0	10	338795500	78751500	90286900	38927900	73907104	47258800	109137700	26701400	68639800	49360700	26538300	39149200	79169890	40399900	47473500	16864950	66209300	39527400	0	0
"tr|Q0K7U9|Q0K7U9_CUPNH"	1	0	1	0	0	0	5381500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K7V1|Q0K7V1_CUPNH"	1	0	1	0	0	61689600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K7V5|Q0K7V5_CUPNH"	1	0	2	0	0	0	3227460	0	54494800	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K7W3|Q0K7W3_CUPNH"	1	0	1	32414200	0	0	0	0	0	0	0	36808700	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K7W4|Q0K7W4_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	31055000	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K7W5|Q0K7W5_CUPNH"	1	0	20	595726024	1037060724	620409678	701698630	1340461100	897789894	1862404550	850562057	1252590804	720407800	736165958	713096376	1249702968	744177174	723952556	899554279	1283494882	772678698	637010622	622666262
"tr|Q0K7W6|Q0K7W6_CUPNH"	1	0	9	349308116	52372900	41911200	0	95433800	91579200	103673326	59604900	603736846	0	0	62132800	510874640	54060500	0	38764300	2677041021	25965800	0	0
"tr|Q0K7W7|Q0K7W7_CUPNH"	1	0	9	1351051906	113501260	76326150	35114700	232337310	101484310	1190570858	83577940	250904096	99793700	128555780	110038490	1033727742	142348370	147218444	380494416	865693698	102636340	70231180	91649420
"tr|Q0K7X1|Q0K7X1_CUPNH"	1	0	3	268276304	100571700	73365900	39223400	100924600	105439800	227635900	81847600	61639600	30191100	70861500	17189900	117017500	6497890	57629600	48062340	127093440	5539570	0	0
"tr|Q0K7X3|Q0K7X3_CUPNH"	1	0	5	183707170	57158100	0	0	38385300	32124500	73283504	0	50115600	310454496	62272800	46344300	236218440	87406504	9872460	82845600	489080092	0	272929400	13103100
"tr|Q0K7X4|Q0K7X4_CUPNH"	1	0	10	575580112	352772900	322631700	94010600	758025984	426744440	953793500	178943296	405696600	795770674	404254288	267039092	1016473312	685550652	631454888	744723108	1108637384	958622708	425863808	440346204
"tr|Q0K7X5|Q0K7X5_CUPNH"	1	0	17	1363362674	1604281500	1721735176	1172361456	1232280896	2089473184	1022745510	943903900	265738900	1769336804	1137783392	508960096	674207774	625396204	1017802000	264214700	536786670	782289392	496645100	868484808
"tr|Q0K7X8|Q0K7X8_CUPNH"	1	0	4	38348200	175523008	128331000	526540096	0	46346300	78928100	341212592	74896304	154780800	20857700	79909800	14248900	77484200	0	52949200	11812300	16099200	49207200	137960000
"tr|Q0K7Y1|Q0K7Y1_CUPNH"	1	0	3	21577800	195172800	163951104	580360992	44965100	240061000	72640300	149538700	33440400	217027704	139390000	672317408	20843700	129792200	52378900	8029770	6706150	33717300	6820680	72365600
"tr|Q0K7Y2|Q0K7Y2_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	16892100	0	0	0	0	0	0	0	0
"tr|Q0K7Y3|Q0K7Y3_CUPNH"	1	0	4	0	0	0	0	0	0	46002000	0	0	0	0	0	39353210	0	0	20169400	72336150	0	0	0
"tr|Q0K7Y4|Q0K7Y4_CUPNH"	1	0	3	13658600	0	29910500	29962100	0	0	52212200	0	17759000	0	26970700	0	30428190	0	48831200	0	10068300	25787000	24287500	0
"tr|Q0K7Y7|Q0K7Y7_CUPNH"	1	0	6	561363064	48926000	100130700	92102200	0	30788600	0	35829100	0	32127900	54999300	0	0	31063900	28787600	0	0	58724400	24648900	18019000
"tr|Q0K7Y9|Q0K7Y9_CUPNH"	1	0	17	1422821680	1237447784	575947008	341140708	1163027154	642323400	1179498804	484486792	641400792	182246792	545838308	369208200	219408696	67123104	214542704	456792300	98516500	47983800	189820104	214933594
"tr|Q0K7Z2|Q0K7Z2_CUPNH"	1	0	1	202096000	0	401141984	151434000	0	519054016	0	0	0	990950016	726084968	0	0	0	0	0	351795296	833724992	732516992	477032992
"tr|Q0K7Z3|Q0K7Z3_CUPNH"	1	0	1	0	26708600	0	0	0	0	0	37047600	25883500	41125900	42160900	49758600	0	0	0	0	0	51437900	0	0
"tr|Q0K7Z4|Q0K7Z4_CUPNH"	1	0	3	0	0	0	0	54164300	0	31245400	40410700	40394400	0	0	42510200	0	0	0	0	0	0	25160200	63598500
"tr|Q0K7Z5|Q0K7Z5_CUPNH"	1	0	2	0	55676000	0	0	0	0	0	0	0	0	0	0	57950100	0	0	4549680	48845900	0	0	0
"tr|Q0K7Z6|Q0K7Z6_CUPNH"	1	0	2	0	0	101288000	0	50612000	0	0	111941000	0	57657100	39641200	69082200	17879800	39142700	0	0	16705700	0	12737800	0
"tr|Q0K7Z7|Q0K7Z7_CUPNH"	1	0	12	686193796	567718392	1161633100	576125408	679731488	715145892	1260713304	395287688	458195796	358308000	264466896	781966796	410879904	479165708	261696704	868639084	223015400	1224169716	74210704	196891000
"tr|Q0K7Z8|Q0K7Z8_CUPNH"	1	0	5	25784200	0	0	0	0	0	0	0	16291800	0	0	0	106585750	0	0	51233360	230039476	0	0	0
"tr|Q0K7Z9|Q0K7Z9_CUPNH"	1	0	1	0	0	38996700	127854000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K801|Q0K801_CUPNH"	1	0	3	1571227984	653668508	364204292	364184992	386181200	134795400	1039326516	0	0	28566300	257092308	0	631617708	27773100	0	507832292	582862808	20917500	22929900	0
"tr|Q0K802|Q0K802_CUPNH"	1	0	5	4423190176	1083295928	797516000	759893816	1775904776	636903900	3434494928	684827676	1237684928	483946016	720995284	598152308	2663512692	563007108	654043492	1968042152	2445876760	509388904	579304516	629516092
"tr|Q0K803|Q0K803_CUPNH"	1	0	5	151958596	139100992	245076600	137102000	140106000	148242000	234516204	224627008	160292992	102506000	468772992	157855008	178014500	96668030	140100992	131973000	172679900	127802096	77794866	0
"tr|Q0K805|Q0K805_CUPNH"	1	0	1	0	0	0	0	0	155424992	0	34816400	0	0	0	0	0	5115290	0	0	0	14460400	0	304854016
"tr|Q0K807|Q0K807_CUPNH"	1	0	3	82230600	374788500	865398600	458714900	375836108	504198416	220868704	602377592	196586600	137125804	584755092	999512616	51545100	667224292	1048024708	276751404	97279500	768302516	258555400	859335508
"tr|Q0K809|Q0K809_CUPNH"	1	0	5	148137600	241534892	35592100	45255700	52756400	102392000	125692700	75598400	150248000	0	143550696	60576300	78914700	107010000	49589700	12554400	14902900	123645100	0	252572992
"tr|Q0K810|Q0K810_CUPNH"	1	0	4	154087000	126835000	103677000	288623608	300044792	89728304	156468900	233046700	258332600	142050000	135092000	261594000	137880000	0	75727600	65236000	91290500	95557200	0	163964000
"tr|Q0K812|Q0K812_CUPNH"	1	0	12	502160040	512642308	419329350	213918500	338702304	239135800	788078049	298625700	276883600	43625800	267682404	40733600	275387100	82225300	246121304	706087580	282641800	81349904	124158900	39842300
"tr|Q0K813|Q0K813_CUPNH"	1	0	3	42429100	145686000	155070000	88373904	0	96089296	70947200	116597000	24671900	49860600	0	0	46270900	56566400	65760000	56187400	0	57135300	50038700	0
"tr|Q0K817|Q0K817_CUPNH"	1	0	1	43336900	204725000	153636900	676883008	62184300	122031000	7512970	377849392	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K819|Q0K819_CUPNH"	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1776670	0	0	0	0	0	15430700	0	0
"tr|Q0K820|Q0K820_CUPNH"	1	0	7	469428004	305326092	442295300	201838200	296896192	382740392	697753804	179154700	527291000	382002092	351394600	238588208	552480900	598880404	419707696	665553192	492306208	223115100	387273508	385925396
"tr|Q0K822|Q0K822_CUPNH"	1	0	4	0	0	300645	39236600	0	93001400	23903200	0	0	0	0	0	0	0	0	11053400	0	0	0	0
"tr|Q0K824|Q0K824_CUPNH"	1	0	1	9460020	21581300	27865200	80580000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K828|Q0K828_CUPNH"	1	0	2	33900400	40530200	44337100	39404000	55547100	45378100	35434900	41118500	51250200	0	0	42975800	0	0	0	0	0	0	38603800	0
"tr|Q0K829|Q0K829_CUPNH"	1	0	5	772392992	924606114	582546716	568750392	909099666	1075844116	949055942	661629892	919124694	933908776	926687700	537270808	645512296	675298900	801987184	713506212	624905180	566089900	816739500	551677000
"tr|Q0K830|Q0K830_CUPNH"	1	0	5	13829500	0	152661400	74061200	96837900	55451900	121010100	127785000	22126600	171048600	247062000	137348200	95863100	81233696	307152208	205221500	26736100	124871104	195811692	230653200
"tr|Q0K831|Q0K831_CUPNH"	1	0	10	76949700	257741592	539013908	1051975000	431279908	568535700	557435312	533324508	321397608	950214492	933979008	537891500	28489440	105176646	339479200	157548400	0	424024900	517222100	430395200
"tr|Q0K832|Q0K832_CUPNH"	1	0	4	2982030	46655380	68196400	23034200	0	36308800	3402870	19789500	20614800	43102300	62900200	27305700	14537600	27804400	57817300	75806140	80099200	83655400	66030400	66745000
"tr|Q0K840|Q0K840_CUPNH"	1	0	14	3531967724	4770956288	3249305980	2923075016	2358636088	2564249384	1668180780	1966589532	2444867916	2711547732	2752354212	2132392740	2217893748	1378864112	3333986940	1462268016	2057837884	1123578716	1332783000	883501772
"tr|Q0K841|Q0K841_CUPNH"	1	0	19	992472810	73263000	253596992	676722976	138375100	123372000	0	123837680	342170446	74480400	29051200	97986620	516498600	644974000	195669790	233043400	962428042	288787400	158385900	382644984
"tr|Q0K842|Q0K842_CUPNH"	1	0	6	39799200	0	0	0	0	27865500	0	0	115266900	0	39971400	0	48309200	0	0	0	23923800	0	0	32587700
"tr|Q0K849|Q0K849_CUPNH"	1	0	3	5035510	0	0	0	0	0	22548290	0	0	0	0	0	1161640	0	0	0	472744	0	0	0
"tr|Q0K850|Q0K850_CUPNH"	1	0	6	239778900	301867956	399355512	527919200	782353408	962237908	847579680	1324876004	1038121200	817404496	1200297892	1204342496	694187434	1005059016	870302304	687086656	622619504	1043654742	1619551768	1192924996
"tr|Q0K851|Q0K851_CUPNH"	1	0	11	168375600	80143700	0	1908420	89069880	114663600	0	525609650	238003168	14972760	190798520	398783100	179105700	208314260	157636070	394823104	275445220	253750800	18574060	257338312
"tr|Q0K853|Q0K853_CUPNH"	1	0	4	177791700	72738200	168434100	63196600	140819008	188153400	457166308	281466100	114979000	123425000	149406000	129939540	133351000	165128992	221516592	110517000	124071200	257204992	180300000	55641500
"tr|Q0K855|Q0K855_CUPNH"	1	0	5	426777900	62803200	0	0	52948600	0	441134308	0	0	0	39231900	0	174072500	0	99577720	155120304	104111000	0	0	0
"tr|Q0K857|Q0K857_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	48666100	0	0	61762400	0	0	0	0
"tr|Q0K859|Q0K859_CUPNH"	1	0	8	452101296	351860988	513771412	384823980	471033096	369906160	751193500	560950528	485956796	322717400	649403904	388425992	428821600	195782008	511330488	339420908	360085704	278093000	328141392	447587448
"tr|Q0K864|Q0K864_CUPNH"	1	0	1	82608704	0	0	0	0	0	0	0	0	0	0	0	61351200	0	0	2980210	74135800	0	0	0
"tr|Q0K865|Q0K865_CUPNH"	1	0	3	767094016	0	0	0	0	0	405743008	28317500	0	0	0	0	155146000	0	0	158476992	147259008	0	48353500	50688100
"tr|Q0K866|Q0K866_CUPNH"	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7623940	0	0	0	0	0	191923008	0
"tr|Q0K867|Q0K867_CUPNH"	1	0	13	613838060	95353150	886964	1246670	452770024	205729530	322155100	36682300	742399084	89750250	48053560	41475380	1241689234	113896840	77624300	441964480	1510407164	463901640	55958493	33788760
"tr|Q0K874|Q0K874_CUPNH"	1	0	5	0	0	0	0	0	0	0	0	5196770	13812900	0	2007010	0	68461200	14464300	18935800	63758200	0	0	16448200
"tr|Q0K875|Q0K875_CUPNH"	1	0	13	97754500	194792000	31792300	0	36054400	34934500	311173004	0	140531500	402050988	67903600	0	984040296	334554800	256562100	171947100	738235500	553763800	277562892	64778500
"tr|Q0K876|Q0K876_CUPNH"	1	0	2	0	0	59766300	63457200	0	241581800	0	0	0	152733000	0	81516096	0	0	0	0	0	0	0	0
"tr|Q0K877|Q0K877_CUPNH"	1	0	5	611666704	0	0	0	777819008	134690604	379955216	0	0	0	32532500	0	679590976	0	0	494342016	741139968	0	0	37663000
"tr|Q0K878|Q0K878_CUPNH"	1	0	2	136031100	49918800	33493000	37976900	34231700	43560100	24836600	20015700	18850800	0	13419300	12109100	21706000	0	9565750	0	0	0	8091910	8311170
"tr|Q0K879|Q0K879_CUPNH"	1	0	1	0	2760510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K881|Q0K881_CUPNH"	1	0	2	0	0	0	0	0	0	93198996	115047000	45001800	0	0	21620100	0	0	0	0	0	0	0	0
"tr|Q0K883|Q0K883_CUPNH"	1	0	4	172479920	391269908	1383653884	366027508	259855044	1410598684	517924888	762769104	352693172	765457532	737627482	582032100	237530600	903461388	1062172692	511875188	300313508	1767760182	1310984596	852441016
